kete,0
ryue,0
byvr,0
xcts,0
dwly,0
jrax,1
urgz,0
ggoz,0
pmhp,0
etzb,0
sucf,1
avnd,0
gqdd,0
fyoz,0
zphe,0
fdzt,0
mjhm,0
okup,0
eini,0
vcwp,0
xdby,0
tsxi,0
lefu,0
lmnx,0
zjya,0
ezfn,0
isux,0
mypb,0
soax,1
sdim,0
ujku,0
mkky,0
edsf,0
kjzn,0
mjeq,0
dnnl,0
lqcf,0
igkm,0
oqbh,0
grsf,0
qndo,0
foqc,0
hswb,0
tdxy,0
qhzo,0
wgms,0
nojd,0
suna,0
jlsx,0
xyyb,0
iyej,0
cimx,0
deca,0
znis,0
rzzr,0
ytdd,0
vupa,0
mazh,1
uins,0
qqhp,0
zdcy,0
aqbc,0
ejts,0
eawk,0
gyxl,0
ydyg,0
fevd,0
mcya,0
zpxe,0
nxna,0
dvru,0
vidr,0
rfkn,0
wzmd,0
chqj,0
jffo,0
kgtf,0
mooh,0
xfex,0
lyut,0
ikdq,0
nskw,0
pizc,0
imrd,0
twca,0
xqga,0
catw,0
aqlk,0
pnch,0
pvhg,0
hcfq,0
bhpl,0
jpfa,0
fyau,0
cluv,0
nocd,0
gyui,0
rgyd,0
gjel,0
aiym,0
dwdr,0
moit,1
liux,0
lcxy,0
odus,0
fljk,0
kbwi,0
exms,0
uffq,0
dnzg,0
hhqx,0
vmhp,0
erzk,0
kbxs,0
xmda,0
fhuh,0
sfwo,0
xkiw,0
djth,0
mqre,0
zshy,0
mlki,0
mfau,1
cpmv,0
weou,0
giel,0
vnxa,0
jbtz,0
ddof,0
cdkh,0
ysqg,0
ihpo,0
juik,0
qswt,0
rijv,0
mhzw,0
llkb,0
tidq,0
wisl,0
jfnl,0
mxrd,0
yohz,1
ksgn,0
smkv,0
jsjd,0
eywr,0
tpnt,0
icmo,0
wsyp,0
ehpx,0
zhkc,0
nkrs,0
cbyh,0
yjpp,0
ouuo,0
lmpk,0
cbxb,0
hqig,0
tbrr,0
wquy,0
ciko,0
yflo,0
tmvm,0
qjfp,0
fbdi,0
vrjg,0
ojpt,0
xmtk,0
xefb,0
qbnc,0
iwqg,0
kuwj,0
affz,0
kpnw,0
bddi,0
aoev,0
fcqk,0
zduz,1
xirp,0
riuo,0
eaop,0
sqqu,0
ydup,0
gmes,0
evdc,0
hrgd,0
scxk,0
ezuf,0
pjeb,0
nshy,0
lhqj,0
wzbg,0
ihfj,0
melg,1
gcbe,0
cwcy,0
dnir,0
gmdv,0
mhqa,0
axlp,0
roor,0
jyny,0
ifac,0
lxzv,0
ikqs,0
ubig,0
taxa,0
utsy,0
jdzp,0
ktyx,0
bmmk,0
tjbo,0
bmdh,0
fkpu,0
lgay,1
dqiu,0
pfob,1
ymky,0
hpqe,0
hubh,0
ueer,0
qfrb,0
otsv,0
cucn,0
wvqw,0
sfig,0
nbdn,0
ikwz,0
fjef,0
cbbn,0
vglf,0
vzoe,0
xsqp,0
hemt,1
cwvg,0
myjc,0
ywnl,0
mozm,0
bgoj,0
vmkp,0
nchj,0
gxqf,0
eugg,0
zvvl,0
eyvu,0
zqwt,0
jzti,0
kntm,0
pfqb,0
liyh,0
zcgt,0
qwqi,0
hqrv,0
fxiv,0
acnf,0
vgrp,0
ytsm,0
eiwz,0
tvbh,0
ezfc,0
xdli,0
ksjo,0
ngsj,0
mwue,0
kkrk,0
lzrk,0
amyp,0
jqbg,0
hwxw,0
lnvn,0
jqaw,1
cxeh,0
rxtv,0
onvj,0
jbkn,0
mvpf,0
nxyi,0
buyu,0
mavg,1
dxxo,0
eshh,0
vfjz,0
teri,0
ydmn,0
tgsv,0
nyds,0
votw,1
ppcg,0
zmfp,1
dgnt,0
gwcq,0
gkuc,0
zxnd,0
qndl,0
ckvq,0
efqu,0
pdbu,0
bytq,0
uwlq,0
cyqm,0
qhhu,0
apgf,0
zjhl,0
pyya,1
hndm,0
icnt,0
hffa,0
lvbi,0
clts,0
pnbp,0
eyvi,0
dtbj,0
isip,0
ypmc,0
jjgf,0
miyt,0
alyy,0
qiaw,0
zmbs,0
gtjv,0
ikby,0
fxra,0
hyek,1
onud,0
nlyo,0
huci,0
ynaw,1
zvsj,0
ydiz,0
sijj,0
ldum,0
pthg,0
tdkm,0
wdha,0
visi,0
niim,0
mqku,0
lqmk,0
fbqx,0
xhmz,0
xvwr,0
qccr,0
mmtz,0
fbhz,0
ozdb,0
wfmx,0
nfrm,0
btnx,0
jatc,0
xzml,0
bhgh,0
fgkp,0
ihwx,0
ulzy,0
rmze,0
upzs,1
uwzn,0
uitp,0
vduc,0
sjlc,0
rgsz,0
lvho,0
hphi,0
lwcn,0
emty,0
equm,0
nwkw,0
lvyj,0
nzlq,0
pybm,0
dyjm,0
olpd,0
buup,0
rcob,0
knih,0
iplf,0
bgsf,0
eiyl,0
tuic,0
xodw,0
vtal,0
jbtd,0
mxrj,0
sfog,0
ogvv,0
aqde,0
pied,0
piyi,0
fxeq,0
dqyx,0
vazy,0
jkbu,0
iuqz,0
kipp,0
fesg,0
chii,0
zbps,0
iucw,0
qkko,0
lals,0
ycjh,0
qpsq,0
mbuj,0
kpby,0
ihoc,0
fkvz,0
deks,0
epzk,0
rgul,0
mabp,1
zmrs,0
cbmt,0
arrt,0
zgfo,0
lrpi,0
lcrx,0
dqsx,0
pavg,0
njif,0
jgtg,0
grrt,0
ijhj,0
tmch,1
hika,0
wdxl,0
nizv,0
ptvj,0
mutt,0
rdxy,0
suxp,0
rsyc,0
xowo,0
jhwc,0
jtsd,0
wrkc,0
kmnd,0
qkzc,0
flxr,0
bsnf,0
dlna,0
gkba,0
svbi,0
oukg,0
fumx,0
pwhg,0
hsoc,0
grrc,0
nzrd,0
nsln,0
yepx,0
ovsw,0
wtjk,0
kmnt,0
akyr,0
udzg,0
pxvs,0
uxof,0
aliz,0
ngyh,0
cuei,0
rfng,0
pzmg,0
gykg,0
hqnr,0
ngoj,0
ebho,0
vekm,0
tfpu,0
lahu,0
zaus,1
ksnl,0
fzmb,0
jsyb,0
uxhr,0
ndpv,0
recf,0
erlk,0
pnjr,0
wbfu,0
rmrc,0
fjpy,0
ftle,0
gqxw,0
hxjg,0
ixxf,0
fnlq,0
odzc,0
kkol,0
zpfa,0
cjvt,0
brdl,0
kqkd,0
wziw,0
xalg,0
qtxl,0
chtl,0
piro,0
rtpg,0
kvci,0
wbob,1
qqfp,0
almw,0
tubw,0
kpyp,0
xmlg,0
dlzt,0
foeb,1
lcrj,0
xhmf,0
qzwx,0
zkzq,0
trag,1
pnog,1
opwz,0
cnim,0
brsj,0
dtds,0
kzwu,0
yujc,0
sdes,0
mcgk,0
cfwh,0
oqkb,0
pbmt,0
xywp,0
lnlk,0
nbmj,0
gdwa,0
iduw,0
tsld,0
bixn,0
omwe,0
rtht,0
eeib,0
zwhv,0
ilby,0
fbxz,0
vjxc,0
ogum,0
kjeg,0
haht,1
nmjx,0
jzpz,0
sbxb,0
dxwg,0
rtmi,0
uksx,0
bvfe,0
bgdx,0
quyv,0
pzbc,0
pdxn,0
wwti,0
deqz,0
kvdw,0
yltv,0
zbbc,0
skdg,0
prxc,0
vrhd,0
mkay,0
wmyk,0
gydz,0
ahcn,0
pbrv,0
dnwe,0
vqap,1
vrdh,0
uzho,0
nomd,0
sfli,0
qwwx,0
mbtf,0
rtfz,0
szii,0
gimx,0
gadz,0
qqtb,0
kxsc,0
ywxr,0
hwrh,0
jgpn,0
ngcq,0
fyyd,0
buoq,1
ylby,0
daip,0
xiqr,0
qujf,0
mqez,0
sjfy,0
sccm,0
iipj,0
zgrq,0
knug,0
okjm,0
pzvs,0
nleo,0
dwpf,0
ziot,1
parv,0
bnkb,0
pnax,0
lfxx,0
ilmk,0
fvwp,0
fscg,0
qmdh,0
vwjl,0
lhgy,0
zkxh,0
xium,0
zryn,0
yvic,0
ysee,0
kjtf,0
npqo,0
exve,0
tcld,0
tecy,0
haly,0
lrwe,0
puvy,0
yedt,0
ifnk,0
vofz,0
wmqr,0
mpla,1
wxzh,0
okpn,0
hbzf,0
zlbp,0
ufbf,0
qrgx,0
xnhu,0
yaow,1
lufc,0
uxmm,0
scgj,0
wgsj,0
zyyw,0
dyan,0
xhku,0
wabr,1
dgzp,0
jfld,0
ahuc,0
odrr,0
fchn,0
woqg,1
ltry,0
okws,0
mzwl,0
towu,0
mcvy,0
fyxw,0
memm,0
mmiq,0
jkbe,0
bhrm,0
zhxe,0
bdxw,0
orpb,0
tzlm,0
fwog,1
nvmu,0
akvu,0
meua,0
kcsd,0
bjyl,0
invm,0
hfak,1
vfdz,0
qgvo,0
gicb,0
gapt,1
seli,0
kent,0
znfi,0
weeu,0
yefw,0
tsft,0
wkco,0
mhzj,0
efvv,0
swhk,0
kbio,0
pfwy,0
bnna,0
ivan,0
hdwf,0
hyql,0
eobo,0
exsm,0
hkih,0
cdyq,0
asvf,0
neht,0
tfsv,0
ehri,0
wzzh,0
qssd,0
sadl,0
saxj,0
rvxj,0
dxjp,0
hchq,0
powa,1
stcu,0
uwqb,0
twwh,0
uztv,0
rqlt,0
llti,0
utyp,0
qhjz,0
arsx,0
sazd,0
vcbm,0
nxyf,0
ffku,0
ygmn,0
wukm,0
gwak,1
qyhl,0
xvlf,0
xgwg,0
faof,1
yglu,0
ygok,0
fhtm,0
kltm,0
somk,1
taug,0
sxoi,0
kujc,0
uvex,0
tycg,0
smxx,0
sexg,0
lggj,0
dkxn,0
skgp,0
gjmr,0
zuli,0
tpjf,0
ggfn,0
imqi,0
fhty,0
ymav,0
gves,0
zljl,0
seuv,0
bgoy,0
hvvc,0
khyb,0
dlxi,0
fxst,0
ctaz,1
bbpx,0
asuf,0
yjrp,0
nzaz,0
sveh,1
dqsy,0
arhr,0
pmst,1
vjwh,0
dksk,0
